trade	2018-01-29	04:00:01.925	25@180.500	100
trade	2018-01-29	04:00:01.925	40@180.500	140
trade	2018-01-29	04:00:01.925	25@180.500	165
trade	2018-01-29	04:00:01.925	3@180.500	168
trade	2018-01-29	04:00:01.925	1@119.580	1
trade	2018-01-29	04:00:01.925	200@24.600	200
trade	2018-01-29	04:00:01.925	4@113.500	4
trade	2018-01-29	04:00:01.925	5@181.300	5
trade	2018-01-29	04:00:01.925	10@181.300	15
trade	2018-01-29	04:00:01.925	25@181.300	40
trade	2018-01-29	04:00:01.925	10@243.830	10
trade	2018-01-29	04:00:01.925	5@243.830	15
trade	2018-01-29	04:00:01.925	26@243.830	41
trade	2018-01-29	04:00:01.925	19@243.830	60
trade	2018-01-29	04:00:01.925	5@243.830	65
trade	2018-01-29	04:00:01.925	5@335.990	5
trade	2018-01-29	04:00:01.925	5@335.990	10
trade	2018-01-29	04:00:01.925	12@172.300	12
trade	2018-01-29	04:00:01.925	100@1.250	100
trade	2018-01-29	04:00:01.925	36@46.490	36
trade	2018-01-29	04:00:01.925	89@46.490	125
trade	2018-01-29	04:00:01.925	1@259.850	1
trade	2018-01-29	04:00:01.925	50@44.000	50
trade	2018-01-29	04:00:01.925	2@44.000	52
trade	2018-01-29	04:00:01.925	100@20.200	100
trade	2018-01-29	04:00:01.925	50@123.980	50
trade	2018-01-29	04:00:01.925	9@57.600	9
trade	2018-01-29	04:00:01.925	13@57.600	22
trade	2018-01-29	04:00:01.925	1@57.600	23
trade	2018-01-29	04:00:01.925	10@57.600	33
trade	2018-01-29	04:00:01.925	60@9.110	60
trade	2018-01-29	04:00:01.925	200@9.110	260
trade	2018-01-29	04:00:01.925	51@57.960	51
trade	2018-01-29	04:00:01.925	2@440.500	2
trade	2018-01-29	04:00:01.925	30@1176.800	30
trade	2018-01-29	04:00:01.925	31@94.390	31
trade	2018-01-29	04:00:01.925	5@43.640	5
trade	2018-01-29	04:00:01.925	95@43.640	100
trade	2018-01-29	04:00:01.925	50@43.910	50
trade	2018-01-29	04:00:01.925	100@43.910	150
trade	2018-01-29	04:00:01.925	10@76.530	10
trade	2018-01-29	04:00:01.925	156@2.960	156
trade	2018-01-29	04:00:01.925	30@189.850	430
trade	2018-01-29	04:00:01.925	10@189.850	440
trade	2018-01-29	04:00:01.925	250@18.670	250
trade	2018-01-29	04:00:01.925	200@18.670	450
trade	2018-01-29	04:00:01.925	90@18.670	540
trade	2018-01-29	04:00:01.925	10@181.300	50
trade	2018-01-29	04:00:01.925	10@181.300	60
trade	2018-01-29	04:00:01.925	10@181.300	70
trade	2018-01-29	04:00:01.925	10@181.300	80
trade	2018-01-29	04:00:01.925	6@181.300	86
trade	2018-01-29	04:00:01.925	10@181.300	96
trade	2018-01-29	04:00:01.925	10@181.300	106
trade	2018-01-29	04:00:01.925	50@181.300	156
trade	2018-01-29	04:00:01.925	99@181.300	255
trade	2018-01-29	04:00:01.925	100@180.500	268
trade	2018-01-29	04:00:01.925	307@180.500	575
trade	2018-01-29	04:00:01.925	500@180.500	1075
trade	2018-01-29	04:00:01.925	93@180.500	1168
trade	2018-01-29	04:00:01.925	100@180.500	1268
trade	2018-01-29	04:00:01.925	100@135.690	100
trade	2018-01-29	04:00:01.925	200@135.690	300
trade	2018-01-29	04:00:01.925	50@135.690	350
trade	2018-01-29	04:00:01.925	100@135.690	450
trade	2018-01-29	04:00:01.925	50@135.690	500
trade	2018-01-29	04:00:01.925	3@135.690	503
trade	2018-01-29	04:00:01.925	97@135.690	600
trade	2018-01-29	04:00:01.925	40@35.320	40
trade	2018-01-29	04:00:01.925	5@201.300	5
trade	2018-01-29	04:00:01.925	7@16.240	7
trade	2018-01-29	04:00:01.925	43@16.240	50
trade	2018-01-29	04:00:01.925	50@16.240	100
trade	2018-01-29	04:00:01.925	5@49.950	5
